Campaña,Canal,% Recorrido,% Contactabilidad,Efec. Bruta,Efect Neta,Vueltas
LLxMxDxRxz_xLTx,Cxvxzxxn Pxrx TVT,0.904302326,0.095280957,0.005398111,0.004048583,2.776520509
LLxMxDxRxz_xLTx,Hxldtxch,0.719418605,0.048327138,0.006317354,0.002229654,1.370633766
LLxMxDxRxz_xLTx,CGz CxLxMBxx,0.863509514,0.086157085,0.002273373,0.001278772,1.676659975
LLxMxDxRxz_xLTx,Kxnxctx Pxrx,0.880693202,0.113232075,0.002780518,0.001121177,2.193669607
LLxMxDxRxz_xLTx,Txxndx Gzz Tvt Cxlxmbxx,0.908927943,0.205458325,0.002438729,0.000847502,4.802284963
LLxMxDxRxz_xLTx,Kxnxctx txlxvxntxz,0.707744186,0.096654947,0.002039776,0.000679925,2.760983143
LLxMxDxRxz_xLTx,xMxRGxx,0.904139397,0.094357995,0.002141745,0.000194704,2.782366666
LLxMxDxRxz_MxDxx_BxJx,xMxRGxx,0.84686858,0.140721989,0.000839779,0.00039779,3.515953675
LLxMxDxRxz_MxDxx_BxJx,Kxnxctx txlxvxntxz,0.469673772,0.068800514,0.000869376,0.000326016,1.526882444
LLxMxDxRxz_MxDxx_BxJx,Kxnxctx Pxrx,0.552313506,0.112594302,0.000975768,0.000325256,2.143519281
LLxMxDxRxz_MxDxx_BxJx,Txxndx Gzz Tvt Cxlxmbxx,0.776014778,0.138755396,0.000924567,0.000293513,2.964464038
LLxMxDxRxz_MxDxx_BxJx,Cxvxzxxn Pxrx TVT,0.445868985,0.135797219,0.000974354,0.00020879,2.304143807
LLxMxDxRxz_MxDxx_BxJx,CGz CxLxMBxx,0.519334031,0.090163885,0.000472462,0.000134989,1.697832927
LLxMxDxRxz_MxDxx_BxJx,Hxldtxch,0.18951706,0.06492207,0.000592768,0,1.204938747
LLxMxDxRxz_MxDxx_BxJx,PHxxNxXzxLxz,0.261796403,0.086376532,0.000698812,0,2.089213497
LLxMxDxRxz_PxLxTx_DxCxL_xLTx,Hxldtxch,0.487388889,0.043580683,0.002615519,0.00087184,1.299403473
LLxMxDxRxz_PxLxTx_DxCxL_xLTx,Kxnxctx Pxrx,0.847865385,0.10474268,0.001587989,0.000793995,1.98763108
LLxMxDxRxz_PxLxTx_DxCxL_xLTx,Kxnxctx txlxvxntxz,0.587433333,0.076803041,0.004063539,0.000738825,2.174856721
LLxMxDxRxz_PxLxTx_DxCxL_xLTx,Txxndx Gzz Tvt Cxlxmbxx,0.806893519,0.143256316,0.002002563,0.00064082,5.61187453
LLxMxDxRxz_PxLxTx_DxCxL_xLTx,xMxRGxx,0.89547619,0.044349907,0.001798561,0,1.001728264
LLxMxDxRxz_PxLxTx_DxCxL_xLTx,CGz CxLxMBxx,0.660651515,0.07024746,0.000326477,0,1.545145976
LLxMxDxRxz_PxLxTx_DxCxL_xLTx,Cxvxzxxn Pxrx TVT,0.914166667,0.094621696,0.001926782,0,2.770282589
PxLxTx_zxN_RxzTRxCCxxNxz,Txxndx Gzz Tvt Cxlxmbxx,0.18974359,0.118918919,0.121212121,0.060606061,1.086486486
PxLxTx_zxN_RxzTRxCCxxNxz,CGz CxLxMBxx,0.215458276,0.304761905,0.020833333,0.010416667,7.695238095
PxLxTx_zxN_RxzTRxCCxxNxz_xzPxCxxL,CGz CxLxMBxx,1,0.086041864,-,-,2.789576102
PxLxTx_zxN_RxzTRxCCxxNxz_xzPxCxxL,Txxndx Gzz Tvt Cxlxmbxx,1,0.07514726,-,-,1.548699946
RxFxRxDxzYx_CxNzxMxR,RxFxRxDxz,1,0.365853659,-,-,1.284552846
RxTxRGxTxNG_PxRTx,Kxnxctx Pxrx,0.693534294,0.386456693,0.09209454,0.040749796,7.651338583
RxTxRGxTxNG_PxRTx,Txxndx Gzz Tvt Cxlxmbxx,0.822863611,0.371114168,0.034099333,0.014455152,2.957634113
RxTxRGxTxNG_PxRTx_xzP,Txxndx Gzz Tvt Cxlxmbxx,1,0.158560541,-,-,1.381131977
RxTxRGxTxNG_PxRTx_xzP,Kxnxctx Pxrx,1,0.152783254,-,-,1.369734789
RxMxTxL_5990,RxMxTxL,1,0.274509804,-,-,1.784313725
RxMxTxL_MxVxzTxR,RxMxTxL,1,0.753867792,0.774253731,0.367537313,3.76230661
RxMxTxL_MxLTx,RxMxTxL,1,0.222222222,-,-,1.222222222
WxNBxCK_xDxLTxMxYxR,PHxxNxXzxLxz,0.855451024,0.074912667,0.020725389,0.010362694,10.245180489
WxNBxCK_xDxLTxMxYxR,Kxnxctx txlxvxntxz,0.842119246,0.090624671,0.010733972,0.003191181,16.72168472
WxNBxCK_xDxLTxMxYxR,Hxldtxch,0.841336175,0.088651316,0.006679035,0.002597403,21.593947368
WxNBxCK_xDxLTxMxYxR,xMxRGxx,0.674662918,0.07203216,0.007517084,0.002277904,1.979604561
WxNBxCK_BxzxNxzz,Kxnxctx txlxvxntxz,0.742327027,0.14213598,0.004158004,0.002425502,5.543130833
WxNBxCK_CxNzxMxR,Cxvxzxxn Pxrx TVT,0.35975831,0.055932664,0.0110957,0.006241331,2.275862069
WxNBxCK_CxNzxMxR,PHxxNxXzxLxz,0.913934083,0.079941372,0.01566081,0.006111536,5.656539131
WxNBxCK_CxNzxMxR,Kxnxctx txlxvxntxz,0.890904524,0.084769125,0.011825573,0.005173688,13.578848443
WxNBxCK_CxNzxMxR,Hxldtxch,0.880905262,0.069268433,0.007900208,0.004158004,13.777304147
WxNBxCK_CxNzxMxR,xMxRGxx,0.518814359,0.05574105,0.008319468,0.002995008,1.46492302
WxNBxCK_CxNzxMxR,Txxndx Gzz Tvt Cxlxmbxx,0.572409366,0.047147733,0.007755946,0.002068252,2.1150902
WxNBxCK_DxxDxRxz,Kxnxctx txlxvxntxz,0.896760223,0.076896541,0.009787928,0.004893964,13.623859253
WxNBxCK_DxxDxRxz,xMxRGxx,0.516015936,0.054182966,0.010132996,0.004433186,1.466508819
WxNBxCK_DxxDxRxz,Txxndx Gzz Tvt Cxlxmbxx,0.573048289,0.044457688,0.00536193,0.002680965,2.128128725
WxNBxCK_DxxDxRxz,PHxxNxXzxLxz,0.917847509,0.075183215,0.00544285,0.001979218,5.612960827
WxNBxCK_DxxDxRxz,Hxldtxch,0.888315165,0.057427341,0.001874414,0,13.796878364
WxNBxCK_DxxDxRxz,Cxvxzxxn Pxrx TVT,0.363841505,0.058604016,0.003587444,0,2.278776411
WxNBxCK_DxxDxRxz_BxzxNxzz,Kxnxctx txlxvxntxz,0.239109907,0.069883242,0.007371007,0,1.202953297
WxNBxCK_DxFxRxNCxxDx,Kxnxctx txlxvxntxz,1,0.191255087,0.015018773,0.007509387,9.583180404
WxNBxCK_DxFxRxNCxxDx,PHxxNxXzxLxz,0.287396778,0.035798398,0.006578947,0,1.455252002
