Campaña,Canal,% Recorrido,% Contactabilidad,Efec. Bruta,Efect Neta,Vueltas
FxBRx_WxMxRz_xXxCTx_MxT,xPC,1,0.165418747,0.000838223,-,2.835690516
FxBRx_WxMxRz_PxRTxxT,Gzz,1,0.379323671,0.001018849,0.000509424,4.639806763
FxBRx_WxMxRz_PxRTxxT,xPC,0.590083521,0.196585037,-,-,1.825207818
FxBRx_WxMxRz_PxRTxxT_xX,Gzz,1,0.323517038,0.00520156,0.00390117,6.855700463
FxBRx_WxMxRz_PxRTxxT_xX,xPC,0.406336725,0.130904952,-,-,1.575412635
LLxMxDxRxz_xLTx,Cxvxzxxn Pxrx TVT,0.991643015,0.258626173,0.003688903,0.002459268,24.414374304
LLxMxDxRxz_xLTx,Kxnxctx Pxrx,0.990690181,0.179555669,0.003063879,0.001984777,4.29789045
LLxMxDxRxz_xLTx,xMxRGxx,0.990021624,0.214262963,0.004088134,0.001964428,9.884865652
LLxMxDxRxz_xLTx,CGz CxLxMBxx,0.990826017,0.177865384,0.00288747,0.001952092,5.184353865
LLxMxDxRxz_xLTx,Hxldtxch,0.990670743,0.169941287,0.00395442,0.001821115,4.263891345
LLxMxDxRxz_xLTx,Kxnxctx txlxvxntxz cxlxmbxx,0.920644376,0.228167996,0.002710592,0.001584654,8.747949533
LLxMxDxRxz_xLTx,Txxndx Gzz Tvt Cxlxmbxx,0.99088847,0.239841963,0.002682312,0.00142172,9.321392686
LLxMxDxRxz_xLTx,Kxnxctx txlxvxntxz,0.991122674,0.130152569,0.003055861,0.000977876,4.196779993
LLxMxDxRxz_MxDxx_BxJx,Txxndx Gzz Tvt Cxlxmbxx,0.983981432,0.218842668,0.001380511,0.000700875,8.433741576
LLxMxDxRxz_MxDxx_BxJx,Cxvxzxxn Pxrx TVT,0.98803143,0.236698701,0.000976583,0.000519459,12.105790701
LLxMxDxRxz_MxDxx_BxJx,CGz CxLxMBxx,0.809484803,0.13572857,0.000985645,0.000454913,3.281116756
LLxMxDxRxz_MxDxx_BxJx,Kxnxctx txlxvxntxz cxlxmbxx,0.622614077,0.179501748,0.001008731,0.00045219,5.129108392
LLxMxDxRxz_MxDxx_BxJx,Kxnxctx txlxvxntxz,0.93180542,0.129238015,0.001004304,0.00035868,3.199419634
LLxMxDxRxz_MxDxx_BxJx,Kxnxctx Pxrx,0.849931294,0.161446205,0.000714418,0.000320256,4.002161631
LLxMxDxRxz_MxDxx_BxJx,xMxRGxx,0.985817671,0.1770528,0.000853749,0.000296956,6.112830085
LLxMxDxRxz_MxDxx_BxJx,Hxldtxch,0.739152537,0.115612105,0.000384925,0.00010498,2.067529735
LLxMxDxRxz_PxLxTx_DxCxL_xLTx,Hxldtxch,0.998277682,0.130732413,0.003405705,0.002554278,3.348118878
LLxMxDxRxz_PxLxTx_DxCxL_xLTx,Txxndx Gzz Tvt Cxlxmbxx,0.999071415,0.21566048,0.002983689,0.001657605,9.004203964
LLxMxDxRxz_PxLxTx_DxCxL_xLTx,xMxRGxx,0.998357847,0.191875849,0.002236303,0.001118151,9.116927698
LLxMxDxRxz_PxLxTx_DxCxL_xLTx,CGz CxLxMBxx,0.998363562,0.18326276,0.002236025,0.000993789,7.633929791
LLxMxDxRxz_PxLxTx_DxCxL_xLTx,Kxnxctx Pxrx,0.997717342,0.152612542,0.001570531,0.000856653,3.74157842
LLxMxDxRxz_PxLxTx_DxCxL_xLTx,Kxnxctx txlxvxntxz cxlxmbxx,0.881882327,0.148365148,0.000849257,0.000849257,8.26995527
LLxMxDxRxz_PxLxTx_DxCxL_xLTx,Cxvxzxxn Pxrx TVT,0.9989995,0.252879319,0.001980198,0,25.060590886
LLxMxDxRxz_PxLxTx_DxCxL_xLTx,Kxnxctx txlxvxntxz,0.99779978,0.104941365,0.00095511,0,3.582339381
LLxMxDxRxz_PxLxTx_DxCxL_MxDxx_BxJx,xMxRGxx,1,0.182445196,-,-,7.328618079
LLxMxDxRxz_PxLxTx_DxCxL_MxDxx_BxJx,Kxnxctx Pxrx,1,0.153546266,-,-,4.288957818
LLxMxDxRxz_PxLxTx_DxCxL_MxDxx_BxJx,Kxnxctx txlxvxntxz,1,0.099012038,-,-,1.886768021
LLxMxDxRxz_PxLxTx_DxCxL_MxDxx_BxJx,CGz CxLxMBxx,1,0.108000697,-,-,2.10779486
LLxMxDxRxz_PxLxTx_DxCxL_MxDxx_BxJx,Txxndx Gzz Tvt Cxlxmbxx,1,0.206685453,-,-,9.586025447
LLxMxDxRxz_PxLxTx_DxCxL_MxDxx_BxJx,Kxnxctx txlxvxntxz cxlxmbxx,1,0.159390668,-,-,4.111199821
LLxMxDxRxz_PxLxTx_DxCxL_MxDxx_BxJx,Cxvxzxxn Pxrx TVT,1,0.173782009,-,-,6.071543748
LLxMxDxRxz_PxLxTx_DxCxL_MxDxx_BxJx,Hxldtxch,1,0.08382586,-,-,1.383969216
PxLxTx_zxN_RxzTRxCCxxNxz,Txxndx Gzz Tvt Cxlxmbxx,0.999441653,0.33603352,0.020365752,0.011637573,8.472765363
PxLxTx_zxN_RxzTRxCCxxNxz,CGz CxLxMBxx,0.929546969,0.318222541,0.018581081,0.008445946,11.068088156
RxTxRGxTxNG_PxRTx,Kxnxctx Pxrx,1,0.607079646,0.047295109,0.02883058,19.112487709
RxTxRGxTxNG_PxRTx,Txxndx Gzz Tvt Cxlxmbxx,1,0.709331861,0.028179978,0.01588043,13.619988956
RxMxTxL_MxVxzTxR,RxMxTxL,1,0.818392581,0.789423985,0.485363551,3.959041731
RxMxTxL_MxLTx,RxMxTxL,1,0.75,-,-,1.5
WxNBxCK_xDxLTxMxYxR,Hxldtxch,0.639398907,0.024613281,0.057291667,0.026041667,3.633407401
WxNBxCK_xDxLTxMxYxR,xMxRGxx,0.880437158,0.119662363,0.009854772,0.005186722,4.462636544
WxNBxCK_xDxLTxMxYxR,PHxxNxXzxLxz,1,0.158251085,0.010545345,0.004519434,6.861917704
WxNBxCK_xDxLTxMxYxR,Kxnxctx txlxvxntxz,1,0.141945469,0.007538027,0.004442051,8.149378069
WxNBxCK_xDxLTxMxYxR,Kxnxctx txlxvxntxz cxlxmbxx,0.625945355,0.098404162,0.007452094,0.004258339,3.253168977
WxNBxCK_BxzxNxzz,Kxnxctx txlxvxntxz,1,0.169757964,0.004899559,0.002694757,7.967707727
WxNBxCK_CxNzxMxR,Hxldtxch,0.720307075,0.0321431,0.049630412,0.023231257,2.875772181
WxNBxCK_CxNzxMxR,Kxnxctx txlxvxntxz,1,0.115618987,0.009570042,0.004993065,7.492158435
WxNBxCK_CxNzxMxR,PHxxNxXzxLxz,0.913510025,0.119849856,0.007860477,0.004789978,5.6936189
WxNBxCK_CxNzxMxR,Cxvxzxxn Pxrx TVT,0.812085739,0.090482313,0.009687836,0.00452099,3.815178432
WxNBxCK_CxNzxMxR,Kxnxctx txlxvxntxz cxlxmbxx,0.45223505,0.048636479,0.0069869,0.004366812,1.775380172
WxNBxCK_CxNzxMxR,Txxndx Gzz Tvt Cxlxmbxx,0.934688773,0.11474608,0.007146439,0.003635908,9.07541361
WxNBxCK_CxNzxMxR,xMxRGxx,0.815443574,0.068310179,0.003621002,0.001207001,2.245207569
WxNBxCK_DxxDxRxz,Kxnxctx txlxvxntxz cxlxmbxx,0.461982968,0.044239631,0.020833333,0.014880952,1.741935484
WxNBxCK_DxxDxRxz,Hxldtxch,0.713488887,0.029122158,0.026639344,0.010245902,2.890970938
WxNBxCK_DxxDxRxz,Kxnxctx txlxvxntxz,1,0.122955466,0.009392077,0.005635246,9.913326474
WxNBxCK_DxxDxRxz,xMxRGxx,0.824878121,0.064366274,0.008821171,0.004009623,2.260045939
WxNBxCK_DxxDxRxz,Txxndx Gzz Tvt Cxlxmbxx,0.996167883,0.140746168,0.006073753,0.003904555,8.736276485
WxNBxCK_DxxDxRxz,Cxvxzxxn Pxrx TVT,0.813685752,0.075683369,0.006084071,0.003595133,3.764933651
WxNBxCK_DxxDxRxz,PHxxNxXzxLxz,0.908792312,0.116524998,0.006031017,0.002871913,5.727628673
WxNBxCK_DxxDxRxz_BxzxNxzz,Kxnxctx txlxvxntxz,1,0.113842173,0.004058442,0.002029221,4.639484384
WxNBxCK_DxFxRxNCxxDx,Kxnxctx txlxvxntxz,0.969822792,0.286391437,0.020288308,0.012813668,10.560244648
WxNBxCK_FxBRx,xPC,1,0.290894623,0.007424775,0.003907776,8.216096396
WxNBxCK_FxBRx,Gzz,1,0.309114927,-,-,8.435931308
WxNBxCK_FxBRx_xNVxLxNTxRxx,xPC,1,0.160175535,0.004109589,0.000684932,4.826001097
WxNBxCK_FxBRx_xNVxLxNTxRxx,Gzz,1,0.157272727,-,-,9.894545455
WxNBxCK_RxPxCTxCxxN,xMxRGxx,1,0.101127961,0.016416346,0.008964955,3.825201338
xtd_hxl_cxllbxck,Hxldtxch,1,1,-,-,1
