Campaña;Canal;% Recorrido;% Contactabilidad;Efec. Bruta;Efect Neta;Vueltas;MES;AÑO
WxNBxCK_CLxRx;Hxldtxch zxntxxgx;99,98%;0,401519158;0,046096743;0,026939655;;5;2024
WxNBxCK_CLxRx;Kxnxctx txlxvxntxz;100,00%;0,440371531;0,032983248;0,026820588;;5;2024
WxNBxCK_CLxRx;Kxnxctx txlxvxntxz cxlxmbxx;98,04%;0,279163769;0,03503036;0,02553324;;5;2024
WxNBxCK_CLxRx;Hxldtxch;92,51%;0,317533441;-;-;;5;2024
WxNBxCK_CxNzxMxR;Kxnxctx txlxvxntxz;100,00%;0,545257197;0,012766142;0,01120824;;5;2024
WxNBxCK_CxNzxMxR;PHxxNxXzxLxz;91,14%;0,328294656;0,013803965;0,010098203;;5;2024
WxNBxCK_CxNzxMxR;Kxnxctx txlxvxntxz cxlxmbxx;98,97%;0,378089652;0,014196676;0,009141274;;5;2024
WxNBxCK_CxNzxMxR;Hxldtxch zxntxxgx;100,00%;0,552358274;0,014283488;0,008154573;;5;2024
WxNBxCK_CxNzxMxR;Hxldtxch;96,05%;0,471394896;-;-;;5;2024
WxNBxCK_CxNzxMxR_xDxCxxNxL;PHxxNxXzxLxz;65,29%;0,27178164;0,037473768;0,023383631;;5;2024
WxNBxCK_CxNzxMxR_xDxCxxNxL;Kxnxctx txlxvxntxz cxlxmbxx;78,69%;0,481107547;0,032495789;0,022038181;;5;2024
WxNBxCK_DxxDxRxz;Kxnxctx txlxvxntxz;98,47%;0,346745019;0,021355799;0,017045455;;5;2024
WxNBxCK_DxxDxRxz;PHxxNxXzxLxz;90,60%;0,249325282;0,02320888;0,012567654;;5;2024
WxNBxCK_DxxDxRxz;Hxldtxch zxntxxgx;99,97%;0,484010352;0,020644441;0,00967127;;5;2024
WxNBxCK_DxxDxRxz;Kxnxctx txlxvxntxz cxlxmbxx;99,53%;0,458928297;0,013047842;0,009224299;;5;2024
WxNBxCK_DxxDxRxz;Hxldtxch;92,12%;0,406491566;-;-;;5;2024
WxNBxCK_DxxDxRxz_BxzxNxzz;Kxnxctx txlxvxntxz;98,20%;0,441646427;0,00463097;0,005354559;;5;2024
WxNBxCK_DxxDxRxz_BxzxNxzz;NxTPxG;100,00%;0,446043165;-;-;;5;2024
WxNBxCK_DxFxRxNCxxDx;Kxnxctx txlxvxntxz;90,06%;0,32555377;0,036273879;0,030264005;;5;2024
WxNBxCK_MxVxzTxR;Kxnxctx txlxvxntxz;100,00%;0,518974742;0,01566371;0,015104292;;5;2024
WxNBxCK_MxVxzTxR;PHxxNxXzxLxz;94,46%;0,361067268;0,018318068;0,013738551;;5;2024
WxNBxCK_MxVxzTxR;Kxnxctx txlxvxntxz cxlxmbxx;99,03%;0,50693968;0,013845513;0,010201957;;5;2024
WxNBxCK_MxVxzTxR;Hxldtxch zxntxxgx;100,00%;0,652065648;0,016403402;0,008158306;;5;2024
WxNBxCK_MxVxzTxR;Hxldtxch;97,32%;0,594054581;-;-;;5;2024
WxNBxCK_RxC;PHxxNxXzxLxz;6,69%;0,008374384;-;-;;5;2024
Wxnbxck_Bxzxnxzz;Kxnxctx txlxvxntxz;98,18%;0,556363451;0,009139097;0,004569549;;5;2024
Wxnbxck_Bxzxnxzz;NxTPxG;100,00%;0,419157609;-;-;;5;2024
BxzxNxzz_PNG;Kxnxctx txlxvxntxz;99,43%;0,299269769;0,000975274;0,000659471;;6;2024
BxzxNxzz_PYMx;Kxnxctx txlxvxntxz;94,39%;0,273959711;0,000478323;0,000086968;;6;2024
CRxzz_xMxZxN;CGz CxLxMBxx;100,00%;0,631074833;0,004892134;0,002481863;;6;2024
CRxzz_BxzxNxzz_RxC;Kxnxctx txlxvxntxz;98,99%;0,518147221;0,000857363;0,000657312;;6;2024
CRxzz_FxBRx;Kxnxctx txlxvxntxz cxlxmbxx;99,62%;0,383595603;0,013346446;0,008850801;;6;2024
CRxzz_FxBRx;CGz CxLxMBxx;100,00%;0,229070329;0,004820729;0,001205182;;6;2024
CRxzz_LxNxx_xDxCxxNxL;CGz CxLxMBxx;100,00%;0,6376;0,004861982;0,00250941;;6;2024
CRxzz_RxC;xpxx Txlxvxntxz Cxlxmbxx;54,62%;0,157988122;0,006317267;0,003587584;;6;2024
Crxzz_Bxzxnxzz;Kxnxctx txlxvxntxz;99,79%;0,661534031;0,002458198;0,001843648;;6;2024
Crxzz_Cxnzxmxr;Kxnxctx txlxvxntxz cxlxmbxx;99,89%;0,625131462;0,013214534;0,007744506;;6;2024
Crxzz_Cxnzxmxr;FxRTxL;26,18%;0,14543708;0,007265522;0,005284016;;6;2024
Crxzz_Cxnzxmxr;xBR Lxtxm Cxlxmbxx;100,00%;0,690233856;0,008885753;0,004963106;;6;2024
Crxzz_Cxnzxmxr;CGz CxLxMBxx;96,68%;0,451150705;0,007679228;0,004689814;;6;2024
Crxzz_Cxnzxmxr;Txxndx Gzz Tvt Cxlxmbxx;99,51%;0,408231417;0,006121675;0,004063059;;6;2024
Crxzz_Cxnzxmxr;xpxx Txlxvxntxz Cxlxmbxx;100,00%;0,480412082;0,007509637;0,003479465;;6;2024
FxBRx_CxMxNx_C1;xpxx Txlxvxntxz Cxlxmbxx;79,74%;0,30179274;0,000341843;0,000170922;;6;2024
FxBRx_CxMxNx_C1;Txxndx Gzz Tvt Cxlxmbxx;86,97%;0,332470995;0,000086218;0,000107773;;6;2024
FxBRx_CxMxNx_C1;xpxx Txlxvxntxz;38,88%;0,297032798;-;-;;6;2024
FxBRx_xXxCTx_x1;xpxx Txlxvxntxz Cxlxmbxx;100,00%;0,476311532;0,000849102;0,000606502;;6;2024
FxBRx_xXxCTx_x1;Txxndx Gzz Tvt Cxlxmbxx;72,49%;0,420445289;-;-;;6;2024
FxBRx_LxGxzTxCx;xpxx Txlxvxntxz Cxlxmbxx;74,40%;0,174410596;0,000303767;0,000303767;;6;2024
FxBRx_LxGxzTxCx;Txxndx Gzz Tvt Cxlxmbxx;57,74%;0,218840849;0,000565291;0,000282646;;6;2024
FxBRx_LxGxzTxCx_PxzT;xpxx Txlxvxntxz Cxlxmbxx;87,62%;0,285219131;0,000489356;0,000244678;;6;2024
FxBRx_LxGxzTxCx_PxzT;Txxndx Gzz Tvt Cxlxmbxx;31,50%;0,263003424;-;-;;6;2024
FxBRx_LxGxzTxCx_PxzT;xpxx Txlxvxntxz;100,00%;0,408235939;-;-;;6;2024
FxBRx_MxzxVx;xpxx Txlxvxntxz Cxlxmbxx;1,01%;0,097591888;-;-;;6;2024
FxBRx_WxMxRz_CxNCxLxCxxNxz;xpxx Txlxvxntxz;100,00%;0,570027529;-;-;;6;2024
FxBRx_WxMxRz_WxNBxCK;xpxx Txlxvxntxz Cxlxmbxx;100,00%;0,289618444;0,00048391;0,00048391;;6;2024
FxBRx_WxMxRz_WxNBxCK;Txxndx Gzz Tvt Cxlxmbxx;26,78%;0,305472264;-;-;;6;2024
GxzTxxN_RxCxPxRx;PHxxNxXzxLxz;99,81%;0,550390625;0,074875798;0,015613911;;6;2024
LLxMxDxRxz_1M;Hxldtxch;100,00%;0,275514592;0,006344575;0,003833887;;6;2024
LLxMxDxRxz_1M;xMxRGxx;17,65%;0,171755509;0,003957784;0,002968338;;6;2024
LLxMxDxRxz_L1;Hxldtxch zxntxxgx;46,01%;0,302953715;0,008543572;0,006332295;;6;2024
LLxMxDxRxz_L1;Hxldtxch;99,89%;0,411131783;0,00931218;0,005637008;;6;2024
LLxMxDxRxz_L1;PHxxNxXzxLxz;100,00%;0,381074729;0,00904076;0,003658443;;6;2024
LLxMxDxRxz_L1;Kxnxctx txlxvxntxz;78,62%;0,437245551;0,006272881;0,003573575;;6;2024
LLxMxDxRxz_L1;xMxRGxx;100,00%;0,504685548;0,005833224;0,003172838;;6;2024
LLxMxDxRxz_L1;Kxnxctx txlxvxntxz cxlxmbxx;73,08%;0,313595238;0,005364512;0,002475928;;6;2024
LLxMxDxRxz_L1;FxRTxL;100,00%;0,485836076;0,006848808;0,002443359;;6;2024
LLxMxDxRxz_L1;Txxndx Gzz Tvt Cxlxmbxx;100,00%;0,647683182;0,005568741;0,002435984;;6;2024
LLxMxDxRxz_L1;xNTxRxCTxVx;100,00%;0,459939645;0,005726335;0,002172796;;6;2024
LLxMxDxRxz_L1;Gzz BxRRxNQxxLLx;100,00%;0,212712734;0,004298459;0,001946472;;6;2024
LLxMxDxRxz_L1;xBR Lxtxm Cxlxmbxx;100,00%;0,538610574;0,003684463;0,001807308;;6;2024
LLxMxDxRxz_L1;CGz CxLxMBxx;100,00%;0,656953754;0,004534423;0,001788223;;6;2024
LLxMxDxRxz_L1;Kxnxctx Pxrx;100,00%;0,667186404;0,00401671;0,001416803;;6;2024
LLxMxDxRxz_L1;xpxx Txlxvxntxz Cxlxmbxx;100,00%;0,616577271;0,004349599;0,00135925;;6;2024
LLxMxDxRxz_L2;Gzz BxRRxNQxxLLx;14,23%;0,039597375;0,011198208;0,004479283;;6;2024
LLxMxDxRxz_L2;Hxldtxch zxntxxgx;29,01%;0,13886955;0,00485665;0,003759987;;6;2024
LLxMxDxRxz_L2;Hxldtxch;87,56%;0,240754755;0,004280924;0,003263082;;6;2024
LLxMxDxRxz_L2;PHxxNxXzxLxz;38,73%;0,133620338;0,004471999;0,002540909;;6;2024
LLxMxDxRxz_L2;xMxRGxx;70,98%;0,253336002;0,003259152;0,001777719;;6;2024
LLxMxDxRxz_L2;Kxnxctx txlxvxntxz;55,06%;0,232497169;0,002612638;0,00161815;;6;2024
LLxMxDxRxz_L2;FxRTxL;100,00%;0,346653488;0,003598099;0,001335144;;6;2024
LLxMxDxRxz_L2;Txxndx Gzz Tvt Cxlxmbxx;98,92%;0,560190613;0,002641272;0,001312023;;6;2024
LLxMxDxRxz_L2;xNTxRxCTxVx;99,94%;0,26200559;0,002809596;0,001265862;;6;2024
LLxMxDxRxz_L2;Kxnxctx txlxvxntxz cxlxmbxx;65,06%;0,200535484;0,002901329;0,001234049;;6;2024
LLxMxDxRxz_L2;xpxx Txlxvxntxz Cxlxmbxx;97,47%;0,454892215;0,002203802;0,001094222;;6;2024
LLxMxDxRxz_L2;CGz CxLxMBxx;96,75%;0,30444933;0,002172663;0,001065031;;6;2024
LLxMxDxRxz_L2;Kxnxctx Pxrx;100,00%;0,612905511;0,001626152;0,000725391;;6;2024
LLxMxDxRxz_L2;xBR Lxtxm Cxlxmbxx;74,80%;0,255377151;0,001686634;0,000685535;;6;2024
LLxMxDxRxz_L3_xNTxL;Hxldtxch;96,18%;0,366732329;0,006706725;0,003854091;;6;2024
LLxMxDxRxz_L3_xNTxL;Hxldtxch zxntxxgx;36,80%;0,262607456;0,005430683;0,003469603;;6;2024
LLxMxDxRxz_L3_xNTxL;Kxnxctx txlxvxntxz;100,00%;0,357926564;0,003665157;0,001607181;;6;2024
LLxMxDxRxz_L3_xNTxL;xMxRGxx;100,00%;0,424462136;0,00346098;0,001563023;;6;2024
LLxMxDxRxz_L3_xNTxL;PHxxNxXzxLxz;100,00%;0,384933353;0,002918061;0,001400669;;6;2024
LLxMxDxRxz_L3_xNTxL;FxRTxL;100,00%;0,457415918;0,004750494;0,001303233;;6;2024
LLxMxDxRxz_L3_xNTxL;Kxnxctx Pxrx;95,95%;0,611919086;0,003086223;0,001272669;;6;2024
LLxMxDxRxz_L3_xNTxL;Txxndx Gzz Tvt Cxlxmbxx;100,00%;0,676634206;0,002742434;0,001119827;;6;2024
LLxMxDxRxz_L3_xNTxL;xBR Lxtxm Cxlxmbxx;100,00%;0,387481956;0,001862684;0,001029378;;6;2024
LLxMxDxRxz_L3_xNTxL;xNTxRxCTxVx;100,00%;0,416530745;0,003255017;0,000978953;;6;2024
LLxMxDxRxz_L3_xNTxL;Kxnxctx txlxvxntxz cxlxmbxx;67,65%;0,318973041;0,002432165;0,000836057;;6;2024
LLxMxDxRxz_L3_xNTxL;CGz CxLxMBxx;93,02%;0,643636278;0,002556704;0,000803536;;6;2024
LLxMxDxRxz_L3_xNTxL;xpxx Txlxvxntxz Cxlxmbxx;98,00%;0,690261537;0,002586318;0,000711238;;6;2024
LLxMxDxRxz_L3_xNTxL;Gzz BxRRxNQxxLLx;72,13%;0,280093555;0,001948413;0,00055669;;6;2024
LLxMxDxRxz_L4;Hxldtxch zxntxxgx;28,87%;0,198561544;0,008253095;0,006877579;;6;2024
LLxMxDxRxz_L4;Hxldtxch;100,00%;0,297243905;0,008023991;0,005349327;;6;2024
LLxMxDxRxz_L4;PHxxNxXzxLxz;36,00%;0,090355948;0,006060606;0,004040404;;6;2024
LLxMxDxRxz_L4;Txxndx Gzz Tvt Cxlxmbxx;100,00%;0,384225845;0,006191224;0,002931451;;6;2024
LLxMxDxRxz_L4;Kxnxctx txlxvxntxz;84,38%;0,293137729;0,005106717;0,002592641;;6;2024
LLxMxDxRxz_L4;FxRTxL;100,00%;0,328115829;0,006691844;0,002517723;;6;2024
LLxMxDxRxz_L4;xMxRGxx;100,00%;0,469339561;0,004752055;0,002459887;;6;2024
LLxMxDxRxz_L4;xNTxRxCTxVx;100,00%;0,313749226;0,005114401;0,002422611;;6;2024
LLxMxDxRxz_L4;xpxx Txlxvxntxz Cxlxmbxx;97,83%;0,423059433;0,004998119;0,002230343;;6;2024
LLxMxDxRxz_L4;Kxnxctx txlxvxntxz cxlxmbxx;67,71%;0,241798883;0,004303781;0,002184996;;6;2024
LLxMxDxRxz_L4;Gzz BxRRxNQxxLLx;76,36%;0,103366378;0,004662005;0,001665002;;6;2024
LLxMxDxRxz_L4;CGz CxLxMBxx;100,00%;0,333378692;0,003102104;0,001632686;;6;2024
LLxMxDxRxz_L4;xBR Lxtxm Cxlxmbxx;99,50%;0,33315306;0,002387262;0,001527847;;6;2024
LLxMxDxRxz_L4;Kxnxctx Pxrx;100,00%;0,441828141;0,002388;0,001258347;;6;2024
LLxMxDxRxz_PxRT_xVxR;xpxx Txlxvxntxz Cxlxmbxx;99,80%;0,019279335;-;-;;6;2024
LLxMxDxRxz_RxC;Gzz BxRRxNQxxLLx;7,58%;0,022420628;0,014858841;0,002971768;;6;2024
LLxMxDxRxz_RxC;Kxnxctx txlxvxntxz;24,41%;0,13005962;0,005565319;0,001757469;;6;2024
LLxMxDxRxz_RxC;xBR Lxtxm Cxlxmbxx;33,04%;0,161079681;0,002096802;0,000349467;;6;2024
WxNBxCK_BxzxNxzz_RxC;Kxnxctx txlxvxntxz;99,98%;0,561700234;0,005150555;0,00455626;;6;2024
WxNBxCK_CLxRx;PHxxNxXzxLxz;82,79%;0,233687008;0,048332903;0,019040234;;6;2024
WxNBxCK_CLxRx;Kxnxctx txlxvxntxz;100,00%;0,363596298;0,047272727;0,014242424;;6;2024
WxNBxCK_CLxRx;Kxnxctx txlxvxntxz cxlxmbxx;100,00%;0,412123227;0,027157838;0,013982253;;6;2024
WxNBxCK_CLxRx;Hxldtxch;100,00%;0,390347956;0,022319576;0,011897625;;6;2024
WxNBxCK_CLxRx;Hxldtxch zxntxxgx;100,00%;0,372544668;0,106642836;0,011021746;;6;2024
WxNBxCK_CxNzxMxR;Kxnxctx txlxvxntxz;99,96%;0,546736547;0,014191951;0,010708734;;6;2024
WxNBxCK_CxNzxMxR;PHxxNxXzxLxz;81,81%;0,207297225;0,016726975;0,007373524;;6;2024
WxNBxCK_CxNzxMxR;Kxnxctx txlxvxntxz cxlxmbxx;100,00%;0,529512121;0,009613886;0,00680767;;6;2024
WxNBxCK_CxNzxMxR;Hxldtxch;99,73%;0,472924905;0,008418601;0,004237935;;6;2024
WxNBxCK_CxNzxMxR;Hxldtxch zxntxxgx;100,00%;0,519231827;0,018228063;0,003709199;;6;2024
WxNBxCK_CxNzxMxR_xDxCxxNxL;PHxxNxXzxLxz;92,79%;0,289220573;0,021332091;0,008476945;;6;2024
WxNBxCK_DxxDxRxz;PHxxNxXzxLxz;78,74%;0,10812359;0,02384106;0,012472406;;6;2024
WxNBxCK_DxxDxRxz;Kxnxctx txlxvxntxz;100,00%;0,536767635;0,016572438;0,011413428;;6;2024
WxNBxCK_DxxDxRxz;Hxldtxch zxntxxgx;100,00%;0,448955696;0,027701417;0,010714034;;6;2024
WxNBxCK_DxxDxRxz;Kxnxctx txlxvxntxz cxlxmbxx;99,87%;0,502483306;0,010309766;0,007424923;;6;2024
WxNBxCK_DxxDxRxz;Hxldtxch;100,00%;0,431113012;0,013474861;0,007307839;;6;2024
WxNBxCK_DxxDxRxz_BxzxNxzz;Kxnxctx txlxvxntxz;99,99%;0,515963989;0,005720824;0,003813883;;6;2024
WxNBxCK_MxVxzTxR;PHxxNxXzxLxz;84,12%;0,270508328;0,024931239;0,011534025;;6;2024
WxNBxCK_MxVxzTxR;Kxnxctx txlxvxntxz;100,00%;0,704118422;0,01821673;0,005957363;;6;2024
WxNBxCK_MxVxzTxR;Hxldtxch;99,62%;0,498293312;0,009939882;0,005460947;;6;2024
WxNBxCK_MxVxzTxR;Hxldtxch zxntxxgx;100,00%;0,596653737;0,024257714;0,005045605;;6;2024
WxNBxCK_MxVxzTxR;Kxnxctx txlxvxntxz cxlxmbxx;100,00%;0,685501343;0,010366625;0,00391909;;6;2024
WxNBxCK_RxC;Txxndx Gzz Tvt Cxlxmbxx;98,59%;0,067410837;0,014399114;0,007199557;;6;2024
Wxnbxck_Bxzxnxzz;Kxnxctx txlxvxntxz;99,96%;0,528415227;0,011069954;0,005066633;;6;2024
BxzxNxzz_PNG;Kxnxctx txlxvxntxz;99,95%;0,319524418;0,001089506;0,001063147;;7;2024
BxzxNxzz_PYMx;Kxnxctx txlxvxntxz;100,00%;0,399593002;0,000331475;0,000361609;;7;2024
CxMPxNx_RxFxRxDx;PxxPLxBPx Cxlxmbxx;53,20%;0,603705143;0,008369099;0,002360515;;7;2024
CRxzz_BxzxNxzz_RxC;Kxnxctx txlxvxntxz;97,70%;0,509271603;0,000951928;0,002379819;;7;2024
CRxzz_CxNzxMxR_PxLxTx_4990;PxxPLxBPx Cxlxmbxx;65,29%;0,159041394;0,01369863;0,01369863;;7;2024
CRxzz_CxNzxMxR_PxLxTx_4990;Kxnxctx txlxvxntxz cxlxmbxx;99,79%;0,689667105;0,015454089;0,010135474;;7;2024
CRxzz_CxNzxMxR_PxLxTx_4990;xBR Lxtxm Cxlxmbxx;99,84%;0,674088862;0,010631027;0,006378616;;7;2024
CRxzz_CxNzxMxR_PxLxTx_4990;xpxx Txlxvxntxz Cxlxmbxx;70,27%;0,705137787;0,00642801;0,003932027;;7;2024
CRxzz_CxNzxMxR_PxLxTx_4990;CGz CxLxMBxx;65,68%;0,664889115;0,004901337;0,003373647;;7;2024
CRxzz_CxNzxMxR_PxLxTx_4990;xNTxRxCTxVx;19,51%;0,279882526;0,006295908;0,002098636;;7;2024
CRxzz_CxNzxMxR_PxLxTx_6990;PxxPLxBPx Cxlxmbxx;66,78%;0,190713101;0,008695652;0,008695652;;7;2024
CRxzz_CxNzxMxR_PxLxTx_6990;Kxnxctx txlxvxntxz cxlxmbxx;97,47%;0,636141636;0,01162922;0,008242068;;7;2024
CRxzz_CxNzxMxR_PxLxTx_6990;xBR Lxtxm Cxlxmbxx;98,61%;0,639089089;0,008927872;0,005247083;;7;2024
CRxzz_CxNzxMxR_PxLxTx_6990;xpxx Txlxvxntxz Cxlxmbxx;73,34%;0,687738471;0,006952055;0,004006849;;7;2024
CRxzz_CxNzxMxR_PxLxTx_6990;CGz CxLxMBxx;66,85%;0,648761039;0,003898764;0,00264323;;7;2024
CRxzz_CxNzxMxR_PxLxTx_6990;xNTxRxCTxVx;20,01%;0,253097893;0,004895961;0,00122399;;7;2024
CRxzz_FxBRx;Kxnxctx txlxvxntxz cxlxmbxx;95,60%;0,272771318;0,047957371;0,047957371;;7;2024
CRxzz_FxBRx;xpxx Txlxvxntxz Cxlxmbxx;79,51%;0,237202925;0,020231214;0,013969171;;7;2024
CRxzz_FxBRx;xBR Lxtxm Cxlxmbxx;98,68%;0,305663032;0,020713464;0,013808976;;7;2024
CRxzz_FxBRx;CGz CxLxMBxx;99,14%;0,280269058;0,003;0,006;;7;2024
Crxzz_Bxzxnxzz;Kxnxctx txlxvxntxz;100,00%;0,700619776;0,001430987;0,001207976;;7;2024
Crxzz_Cxnzxmxr;Kxnxctx txlxvxntxz cxlxmbxx;89,08%;0,498477098;0,011339156;0,007069837;;7;2024
Crxzz_Cxnzxmxr;xMxRGxx;69,15%;0,356738284;0,010732659;0,006120277;;7;2024
Crxzz_Cxnzxmxr;xBR Lxtxm Cxlxmbxx;100,00%;0,574502072;0,009418716;0,005908419;;7;2024
Crxzz_Cxnzxmxr;Txxndx Gzz Tvt Cxlxmbxx;99,97%;0,768100541;0,009444177;0,005774783;;7;2024
Crxzz_Cxnzxmxr;xpxx Txlxvxntxz Cxlxmbxx;70,75%;0,623071317;0,007366089;0,004577097;;7;2024
Crxzz_Cxnzxmxr;CGz CxLxMBxx;56,62%;0,710354625;0,005740316;0,003925635;;7;2024
Crxzz_Cxnzxmxr;xNTxRxCTxVx;38,46%;0,201275046;0,008403361;0,003232062;;7;2024
Crxzz_Cxnzxmxr;FxRTxL;98,66%;0,178505355;0,005045684;0,003136506;;7;2024
Crxzz_Cxnzxmxr;PxxPLxBPx Cxlxmbxx;56,79%;0,394643759;0,004268032;0,002304738;;7;2024
xLxCKxR_LxB_TVT;xpxx Txlxvxntxz;99,71%;0,87698987;-;-;;7;2024
FxBRx;xpxx Txlxvxntxz;31,24%;0,137377383;-;-;;7;2024
FxBRx_CxNCxLxCxxNxz_RxC;xpxx Txlxvxntxz;100,00%;0,514402408;-;-;;7;2024
FxBRx_CxNCxLxCxxNxz_RxC;xpxx Txlxvxntxz Cxlxmbxx;100,00%;0,475294118;-;-;;7;2024
FxBRx_CxMxNx_C1;Txxndx Gzz Tvt Cxlxmbxx;67,21%;0,470870067;0,000221197;0,000126398;;7;2024
FxBRx_CxMxNx_C1;xpxx Txlxvxntxz Cxlxmbxx;51,69%;0,293319833;0,000241859;0,000087949;;7;2024
FxBRx_CxMxNx_C1;xpxx Txlxvxntxz;92,39%;0,385295596;-;-;;7;2024
FxBRx_xXxCTx_x1;xpxx Txlxvxntxz Cxlxmbxx;100,00%;0,434780471;0,000226168;0,000226168;;7;2024
FxBRx_xXxCTx_x1;Txxndx Gzz Tvt Cxlxmbxx;100,00%;0,492550745;-;-;;7;2024
FxBRx_LxB;xpxx Txlxvxntxz;100,00%;0,754285714;-;-;;7;2024
FxBRx_LxGxzTxCx;Txxndx Gzz Tvt Cxlxmbxx;88,93%;0,176751231;0,001071123;0,000642674;;7;2024
FxBRx_LxGxzTxCx;xpxx Txlxvxntxz Cxlxmbxx;72,15%;0,238470935;0,000120525;0,000180788;;7;2024
FxBRx_MxzxVx;xpxx Txlxvxntxz;0,10%;0,138888889;-;-;;7;2024
FxBRx_MxzxVx;xpxx Txlxvxntxz Cxlxmbxx;2,90%;0,144927536;-;-;;7;2024
FxBRx_WxMxRz_CxNCxLxCxxNxz;xpxx Txlxvxntxz;84,63%;0,440645973;-;-;;7;2024
FxBRx_WxMxRz_RxCxCLxDx;xpxx Txlxvxntxz Cxlxmbxx;56,06%;0,203874408;0,000373672;0,000213527;;7;2024
FxBRx_WxMxRz_RxCxCLxDx;Txxndx Gzz Tvt Cxlxmbxx;34,32%;0,258346237;0,000364095;0,000168044;;7;2024
FxBRx_WxMxRz_WxNBxCK;xpxx Txlxvxntxz Cxlxmbxx;100,00%;0,383461834;0,000414565;0,000414565;;7;2024
FxBRx_WxMxRz_WxNBxCK;Txxndx Gzz Tvt Cxlxmbxx;32,38%;0,287811634;-;-;;7;2024
GxzTxxN_RxCxPxRx;PHxxNxXzxLxz;74,25%;0,619305124;0,031434185;0,011569526;;7;2024
LLxMxDxRxz_1M;Hxldtxch;100,00%;0,525968609;0,008517637;0,005991717;;7;2024
LLxMxDxRxz_1M;Kxnxctx txlxvxntxz cxlxmbxx;100,00%;0,596078628;0,007066543;0,004290401;;7;2024
LLxMxDxRxz_1M;Kxnxctx txlxvxntxz;98,06%;0,320339838;0,006396693;0,003985632;;7;2024
LLxMxDxRxz_1M;xMxRGxx;100,00%;0,614959839;0,006857143;0,003265306;;7;2024
LLxMxDxRxz_1M;CGz CxLxMBxx;100,00%;0,405422446;0,006079457;0,002827654;;7;2024
LLxMxDxRxz_1M;PHxxNxXzxLxz;69,57%;0,207991425;0,004618287;0,002534426;;7;2024
LLxMxDxRxz_1M;xNTxRxCTxVx;100,00%;0,544539117;0,004372794;0,002370792;;7;2024
LLxMxDxRxz_1M;xpxx Txlxvxntxz Cxlxmbxx;100,00%;0,528870149;0,005477818;0,002277904;;7;2024
LLxMxDxRxz_1M;FxRTxL;100,00%;0,547521905;0,003664794;0,002198876;;7;2024
LLxMxDxRxz_1M;xBR Lxtxm Cxlxmbxx;77,53%;0,318677249;0,002970096;0,002029258;;7;2024
LLxMxDxRxz_1M;Kxnxctx Pxrx;100,00%;0,626216514;0,003604903;0,001922615;;7;2024
LLxMxDxRxz_1M;Txxndx Gzz Tvt Cxlxmbxx;100,00%;0,640492399;0,003846757;0,0018094;;7;2024
LLxMxDxRxz_L1;Hxldtxch;100,00%;0,49409108;0,008203253;0,006035251;;7;2024
LLxMxDxRxz_L1;PHxxNxXzxLxz;100,00%;0,346820187;0,008222153;0,005615886;;7;2024
LLxMxDxRxz_L1;Kxnxctx txlxvxntxz;95,47%;0,309795901;0,006033773;0,004897543;;7;2024
LLxMxDxRxz_L1;Txxndx Gzz Tvt Cxlxmbxx;100,00%;0,545573126;0,006182978;0,0037838;;7;2024
LLxMxDxRxz_L1;Kxnxctx txlxvxntxz cxlxmbxx;84,49%;0,538378537;0,005411364;0,003521681;;7;2024
LLxMxDxRxz_L1;FxRTxL;84,56%;0,34330983;0,006732364;0,003512538;;7;2024
LLxMxDxRxz_L1;xMxRGxx;99,45%;0,394080433;0,006106697;0,003449969;;7;2024
LLxMxDxRxz_L1;xpxx Txlxvxntxz Cxlxmbxx;100,00%;0,494667355;0,006715931;0,00330363;;7;2024
LLxMxDxRxz_L1;xNTxRxCTxVx;100,00%;0,445369998;0,00529314;0,003275937;;7;2024
LLxMxDxRxz_L1;xBR Lxtxm Cxlxmbxx;98,94%;0,49721639;0,004244111;0,003209742;;7;2024
LLxMxDxRxz_L1;CGz CxLxMBxx;100,00%;0,482482542;0,004555888;0,002558307;;7;2024
LLxMxDxRxz_L1;Kxnxctx Pxrx;100,00%;0,408943749;0,003216934;0,001949294;;7;2024
LLxMxDxRxz_L1;PxxPLxBPx Cxlxmbxx;100,00%;0,26776669;0,003493149;0,001525178;;7;2024
LLxMxDxRxz_L2;Hxldtxch;99,78%;0,531799211;0,003983216;0,002529401;;7;2024
LLxMxDxRxz_L2;FxRTxL;100,00%;0,423090873;0,00414072;0,00234533;;7;2024
LLxMxDxRxz_L2;PHxxNxXzxLxz;28,45%;0,149148432;0,004188224;0,002340478;;7;2024
LLxMxDxRxz_L2;Kxnxctx txlxvxntxz cxlxmbxx;96,07%;0,397089386;0,003123758;0,002109907;;7;2024
LLxMxDxRxz_L2;Kxnxctx txlxvxntxz;46,96%;0,189639151;0,002229982;0,00205393;;7;2024
LLxMxDxRxz_L2;xMxRGxx;94,80%;0,525156463;0,003509266;0,001978909;;7;2024
LLxMxDxRxz_L2;xpxx Txlxvxntxz Cxlxmbxx;100,00%;0,579116574;0,003255062;0,001747373;;7;2024
LLxMxDxRxz_L2;CGz CxLxMBxx;100,00%;0,532849482;0,002886385;0,001646003;;7;2024
LLxMxDxRxz_L2;xNTxRxCTxVx;97,28%;0,375211599;0,002874872;0,00160822;;7;2024
LLxMxDxRxz_L2;Kxnxctx Pxrx;100,00%;0,576126287;0,002575427;0,001552694;;7;2024
